Percentage served,Time in ms
0,0.409
1,5.068
2,6.570
3,14.250
4,15.669
5,18.498
6,18.953
7,20.275
8,21.292
9,21.765
10,21.864
11,22.205
12,22.654
13,23.081
14,23.218
15,23.540
16,23.837
17,23.996
18,24.197
19,24.384
20,24.526
21,24.693
22,24.888
23,25.059
24,25.282
25,25.602
26,25.843
27,26.044
28,26.197
29,26.315
30,26.371
31,26.454
32,26.618
33,26.817
34,27.063
35,27.369
36,27.602
37,27.913
38,28.269
39,28.575
40,28.673
41,28.801
42,28.924
43,29.017
44,29.105
45,29.177
46,29.218
47,29.288
48,29.424
49,29.578
50,29.859
51,30.144
52,30.504
53,30.655
54,30.710
55,30.727
56,30.780
57,30.800
58,30.847
59,30.865
60,30.884
61,30.921
62,30.962
63,30.985
64,31.049
65,31.088
66,31.106
67,31.125
68,31.141
69,31.152
70,31.179
71,31.184
72,31.195
73,31.212
74,31.252
75,31.333
76,31.409
77,31.959
78,34.024
79,34.233
80,34.560
81,35.052
82,35.382
83,40.291
84,40.896
85,41.311
86,41.381
87,41.488
88,41.700
89,42.527
90,42.868
91,43.243
92,43.548
93,44.163
94,46.486
95,48.059
96,48.409
97,48.749
98,49.617
99,50.168
100,52.194
