Percentage served,Time in ms
0,4.977
1,15.823
2,19.010
3,24.420
4,34.360
5,95.879
6,101.902
7,104.796
8,108.663
9,111.765
10,305.877
11,323.014
12,335.842
13,349.589
14,352.902
15,355.379
16,357.196
17,357.652
18,357.967
19,358.065
20,358.134
21,358.203
22,358.283
23,358.426
24,358.534
25,358.690
26,358.852
27,358.954
28,359.138
29,359.246
30,359.353
31,359.436
32,359.482
33,359.997
34,360.387
35,360.494
36,360.727
37,361.041
38,361.406
39,361.739
40,364.411
41,367.805
42,370.128
43,372.189
44,372.625
45,374.977
46,375.360
47,375.659
48,375.978
49,376.325
50,376.432
51,376.500
52,376.656
53,376.770
54,376.972
55,377.386
56,378.939
57,380.265
58,380.994
59,381.339
60,381.986
61,382.169
62,382.435
63,384.329
64,387.452
65,389.526
66,391.482
67,391.623
68,391.783
69,391.868
70,391.954
71,392.017
72,392.079
73,392.157
74,392.245
75,392.335
76,392.427
77,392.606
78,392.732
79,392.829
80,392.925
81,393.030
82,393.191
83,393.383
84,393.518
85,393.690
86,394.178
87,395.165
88,395.845
89,396.884
90,397.964
91,398.992
92,400.072
93,400.783
94,401.690
95,402.989
96,404.894
97,412.266
98,1349.779
99,1360.738
100,1392.382
