Percentage served,Time in ms
0,0.378
1,5.497
2,7.144
3,9.588
4,11.476
5,14.302
6,15.099
7,16.512
8,16.713
9,17.093
10,17.124
11,17.169
12,17.613
13,17.975
14,18.342
15,18.465
16,18.620
17,18.774
18,18.953
19,19.149
20,19.364
21,19.808
22,20.064
23,20.308
24,20.831
25,21.253
26,22.139
27,22.217
28,22.292
29,22.331
30,22.361
31,22.690
32,23.017
33,23.136
34,23.158
35,23.186
36,23.223
37,23.279
38,23.343
39,23.401
40,23.449
41,23.503
42,23.515
43,23.529
44,23.580
45,23.676
46,23.773
47,23.873
48,24.123
49,25.168
50,26.084
51,26.427
52,27.007
53,27.378
54,27.653
55,27.955
56,28.295
57,28.562
58,28.884
59,29.196
60,29.348
61,29.400
62,29.441
63,29.482
64,29.507
65,29.544
66,29.598
67,30.185
68,31.438
69,32.276
70,33.455
71,34.717
72,35.468
73,36.557
74,37.556
75,37.723
76,37.849
77,38.026
78,45.620
79,46.617
80,47.296
81,47.481
82,47.663
83,47.838
84,48.063
85,48.301
86,48.617
87,48.809
88,48.986
89,49.766
90,51.333
91,51.895
92,52.015
93,52.127
94,52.201
95,52.312
96,56.330
97,57.364
98,58.814
99,59.496
100,60.297
