Percentage served,Time in ms
0,5.169
1,15.984
2,19.557
3,44.076
4,95.595
5,101.321
6,106.596
7,117.055
8,359.506
9,368.092
10,370.604
11,372.879
12,376.358
13,377.034
14,378.149
15,379.765
16,380.786
17,383.256
18,385.043
19,385.299
20,387.562
21,387.862
22,388.207
23,388.484
24,388.675
25,388.787
26,389.053
27,389.463
28,390.065
29,391.385
30,393.015
31,393.784
32,394.154
33,394.328
34,394.767
35,394.941
36,395.015
37,395.439
38,395.944
39,396.240
40,397.011
41,397.893
42,398.313
43,398.460
44,398.896
45,399.140
46,399.352
47,399.553
48,399.661
49,399.815
50,399.910
51,400.092
52,400.152
53,400.224
54,400.315
55,400.387
56,400.471
57,400.558
58,400.649
59,400.766
60,400.886
61,401.096
62,401.594
63,402.120
64,402.799
65,403.414
66,404.024
67,404.517
68,405.011
69,405.581
70,406.058
71,406.671
72,407.087
73,407.524
74,408.101
75,408.540
76,408.822
77,409.278
78,410.029
79,411.131
80,412.067
81,412.850
82,413.360
83,413.569
84,413.733
85,413.867
86,414.021
87,414.375
88,414.557
89,414.933
90,415.057
91,415.208
92,415.662
93,415.820
94,416.884
95,417.768
96,419.093
97,420.041
98,421.358
99,1414.038
100,1451.549
