Percentage served,Time in ms
0,2.918
1,14.324
2,17.514
3,19.717
4,21.680
5,24.247
6,26.253
7,28.720
8,31.906
9,33.566
10,34.305
11,35.014
12,35.818
13,36.634
14,37.253
15,38.682
16,39.738
17,40.297
18,40.597
19,41.378
20,41.917
21,42.525
22,43.851
23,44.500
24,45.055
25,45.306
26,46.087
27,46.444
28,47.103
29,47.364
30,51.778
31,56.033
32,57.536
33,59.591
34,61.952
35,64.388
36,65.811
37,69.072
38,75.005
39,77.183
40,81.754
41,104.195
42,115.592
43,117.091
44,119.060
45,127.220
46,130.456
47,132.123
48,133.233
49,135.029
50,136.021
51,139.646
52,143.848
53,145.961
54,152.202
55,152.899
56,153.383
57,154.278
58,156.794
59,158.249
60,162.839
61,164.146
62,166.556
63,167.736
64,168.589
65,170.863
66,175.284
67,178.809
68,181.068
69,183.374
70,185.825
71,187.494
72,189.506
73,191.241
74,193.982
75,196.795
76,198.041
77,204.437
78,226.089
79,227.778
80,230.982
81,241.974
82,247.580
83,250.424
84,251.548
85,257.234
86,262.007
87,264.840
88,268.352
89,273.379
90,276.408
91,280.409
92,288.960
93,299.514
94,311.011
95,323.595
96,335.125
97,347.219
98,361.686
99,372.909
100,386.256
