Percentage served,Time in ms
0,0.568
1,4.020
2,5.880
3,8.560
4,9.615
5,9.969
6,11.818
7,12.322
8,13.327
9,15.404
10,16.487
11,16.719
12,16.833
13,16.936
14,17.456
15,18.170
16,19.117
17,19.851
18,20.245
19,20.371
20,21.068
21,21.364
22,21.660
23,22.458
24,23.323
25,23.992
26,24.136
27,24.242
28,24.382
29,24.538
30,24.831
31,25.190
32,25.468
33,25.830
34,26.235
35,26.565
36,27.081
37,28.035
38,29.028
39,31.059
40,33.026
41,34.841
42,37.025
43,37.635
44,39.083
45,42.476
46,46.948
47,50.568
48,51.907
49,53.347
50,56.529
51,60.293
52,60.727
53,67.433
54,73.371
55,75.125
56,76.873
57,78.446
58,79.091
59,80.210
60,81.059
61,82.070
62,82.757
63,83.982
64,85.187
65,86.672
66,88.741
67,91.689
68,96.031
69,97.942
70,98.860
71,100.338
72,101.869
73,103.210
74,104.836
75,108.705
76,111.509
77,112.578
78,113.152
79,114.363
80,114.863
81,115.932
82,116.433
83,117.210
84,117.998
85,118.832
86,119.347
87,119.991
88,121.057
89,123.516
90,124.365
91,124.820
92,125.114
93,127.557
94,128.920
95,130.926
96,134.682
97,140.214
98,142.183
99,143.730
100,311.894
