starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	61
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	60
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	60
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	60
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	61
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	60
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	61
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	61
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	59
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	59
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	61
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	59
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	60
Sat Nov 26 17:14:58 2022	1669482898	0	3	3	0
Sat Nov 26 17:15:00 2022	1669482900	0	3	3	62
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	60
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	62
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	62
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	60
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	62
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	59
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	62
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	62
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	59
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	62
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	135
Sat Nov 26 17:15:00 2022	1669482900	0	4	4	59
