Percentage served,Time in ms
0,0.698
1,8.353
2,9.051
3,9.491
4,9.975
5,10.718
6,11.098
7,11.349
8,11.576
9,12.052
10,12.337
11,22.271
12,25.655
13,29.640
14,30.700
15,31.534
16,32.770
17,33.226
18,33.499
19,34.210
20,34.925
21,35.576
22,35.929
23,36.963
24,38.447
25,39.273
26,39.561
27,40.499
28,40.781
29,41.132
30,42.647
31,43.848
32,44.957
33,45.502
34,46.332
35,47.056
36,48.048
37,49.935
38,51.251
39,52.058
40,52.731
41,53.122
42,53.735
43,54.552
44,58.390
45,59.864
46,60.691
47,62.705
48,64.347
49,67.089
50,73.162
51,74.800
52,77.889
53,78.880
54,81.588
55,82.556
56,83.800
57,87.799
58,93.060
59,94.746
60,98.645
61,112.546
62,117.635
63,118.607
64,120.982
65,122.713
66,124.039
67,127.283
68,128.772
69,130.965
70,138.364
71,139.031
72,140.986
73,143.324
74,151.495
75,158.381
76,175.580
77,180.332
78,184.125
79,185.780
80,186.752
81,203.262
82,208.183
83,211.725
84,213.720
85,215.486
86,237.223
87,239.294
88,240.113
89,241.610
90,245.948
91,251.542
92,256.193
93,358.200
94,385.109
95,388.746
96,416.432
97,418.583
98,423.575
99,635.317
100,637.363
