starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42440
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42451
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42438
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42438
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42438
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42438
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42437
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42437
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42452
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	44252
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42437
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	40837
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42437
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	40837
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	40837
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42437
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	40837
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	40837
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42451
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42437
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42450
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42451
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	40834
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42446
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	44252
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42451
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42438
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42446
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42446
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42447
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42447
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42446
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42438
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42446
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42443
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42446
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42425
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42425
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42424
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42425
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42424
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42425
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42424
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42425
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42424
Sat Nov 26 17:36:47 2022	1669484207	0	0	0	40255
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42424
Sat Nov 26 17:36:02 2022	1669484162	0	0	0	0
Sat Nov 26 17:36:48 2022	1669484208	0	0	0	42425
Sat Nov 26 17:36:47 2022	1669484207	0	1	1	40836
Sat Nov 26 17:36:47 2022	1669484207	0	1	1	40836
Sat Nov 26 17:36:48 2022	1669484208	0	1	1	42439
Sat Nov 26 17:36:48 2022	1669484208	0	1	1	42433
Sat Nov 26 17:36:48 2022	1669484208	0	1	1	42443
Sat Nov 26 17:36:48 2022	1669484208	0	1	1	42441
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
Sat Nov 26 17:36:48 2022	1669484208	0	1	1	42442
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
Sat Nov 26 17:36:48 2022	1669484208	0	1	1	42442
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
Sat Nov 26 17:36:48 2022	1669484208	0	1	1	42451
Sat Nov 26 17:36:48 2022	1669484208	0	1	1	42442
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
Sat Nov 26 17:36:05 2022	1669484165	0	1	1	0
