starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 26 17:34:57 2022	1669484097	0	0	0	0
Sat Nov 26 17:34:57 2022	1669484097	0	0	0	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	1
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
Sat Nov 26 17:34:57 2022	1669484097	0	1	1	0
