Percentage served,Time in ms
0,0.694
1,9.252
2,12.118
3,13.686
4,15.590
5,16.400
6,17.007
7,17.650
8,18.156
9,18.670
10,19.171
11,19.856
12,20.569
13,21.401
14,22.098
15,22.660
16,23.074
17,23.648
18,24.113
19,24.574
20,25.087
21,25.620
22,25.916
23,26.270
24,26.728
25,27.173
26,27.658
27,28.054
28,28.705
29,29.264
30,29.786
31,30.828
32,32.462
33,34.514
34,36.035
35,36.968
36,37.709
37,38.636
38,39.625
39,40.276
40,41.103
41,43.179
42,45.267
43,48.006
44,51.726
45,54.032
46,57.197
47,62.792
48,67.034
49,79.985
50,91.879
51,104.539
52,113.829
53,131.665
54,139.426
55,146.993
56,149.768
57,152.599
58,156.563
59,159.622
60,161.644
61,162.781
62,164.167
63,165.110
64,166.071
65,167.612
66,171.538
67,175.254
68,180.124
69,184.235
70,188.286
71,189.894
72,195.589
73,200.775
74,206.576
75,213.209
76,217.968
77,220.221
78,221.637
79,223.787
80,225.624
81,228.920
82,232.321
83,235.208
84,239.066
85,245.620
86,253.022
87,262.591
88,265.986
89,304.349
90,396.499
91,1174.610
92,1218.438
93,1228.238
94,1236.969
95,1324.427
96,1393.346
97,1472.286
98,1580.029
99,2211.078
100,2294.497
