starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20094
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20095
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20095
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20095
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20094
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20095
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20094
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20094
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20095
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20094
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20098
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20097
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20097
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20094
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20094
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20098
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20097
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20098
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20098
Sat Nov 26 17:45:25 2022	1669484725	0	0	0	20098
Sat Nov 26 17:45:05 2022	1669484705	0	1	1	58
Sat Nov 26 17:45:05 2022	1669484705	0	1	1	55
Sat Nov 26 17:45:05 2022	1669484705	0	1	1	55
Sat Nov 26 17:45:05 2022	1669484705	0	1	1	55
Sat Nov 26 17:45:05 2022	1669484705	0	1	1	59
Sat Nov 26 17:45:05 2022	1669484705	0	1	1	58
Sat Nov 26 17:45:05 2022	1669484705	0	2	2	58
Sat Nov 26 17:45:05 2022	1669484705	0	2	2	58
Sat Nov 26 17:45:05 2022	1669484705	0	2	2	56
Sat Nov 26 17:45:05 2022	1669484705	0	2	2	58
Sat Nov 26 17:45:05 2022	1669484705	0	2	2	56
Sat Nov 26 17:45:05 2022	1669484705	0	2	2	58
Sat Nov 26 17:45:05 2022	1669484705	0	2	2	57
Sat Nov 26 17:45:05 2022	1669484705	0	2	2	58
