Percentage served,Time in ms
0,0.484
1,9.872
2,11.770
3,13.876
4,15.171
5,16.085
6,17.029
7,18.233
8,19.378
9,20.049
10,20.483
11,21.124
12,21.929
13,22.792
14,23.678
15,24.846
16,26.199
17,27.183
18,28.216
19,28.829
20,29.659
21,30.405
22,31.383
23,32.825
24,35.370
25,37.468
26,39.900
27,42.469
28,43.662
29,44.243
30,45.177
31,46.915
32,48.006
33,49.369
34,52.273
35,54.771
36,57.196
37,59.901
38,61.724
39,64.685
40,67.637
41,70.301
42,73.690
43,77.916
44,81.398
45,82.989
46,85.292
47,89.401
48,95.605
49,109.890
50,115.218
51,124.579
52,138.270
53,150.372
54,164.955
55,172.645
56,194.209
57,205.500
58,210.891
59,215.463
60,223.869
61,228.104
62,231.156
63,233.718
64,236.975
65,241.156
66,245.551
67,249.284
68,255.697
69,267.318
70,271.033
71,276.599
72,286.677
73,302.050
74,314.340
75,332.886
76,346.443
77,387.464
78,445.482
79,482.596
80,542.587
81,622.626
82,818.156
83,1217.537
84,1246.880
85,1262.796
86,1285.931
87,1308.224
88,1329.139
89,1363.141
90,1561.020
91,1601.075
92,1738.269
93,1833.332
94,1937.146
95,2407.111
96,3062.141
97,3373.217
98,3761.732
99,5095.616
100,22124.171
