starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 26 17:14:39 2022	1669482879	0	5	5	0
Sat Nov 26 17:14:39 2022	1669482879	0	5	5	0
Sat Nov 26 17:14:39 2022	1669482879	0	5	5	0
Sat Nov 26 17:14:39 2022	1669482879	0	6	6	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	140
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	139
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	139
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	139
Sat Nov 26 17:14:40 2022	1669482880	0	8	8	0
Sat Nov 26 17:14:40 2022	1669482880	0	9	9	139
Sat Nov 26 17:14:40 2022	1669482880	0	9	9	139
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:40 2022	1669482880	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:40 2022	1669482880	0	10	10	140
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:40 2022	1669482880	0	10	10	139
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:40 2022	1669482880	0	10	10	140
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:40 2022	1669482880	0	10	10	140
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:40 2022	1669482880	0	10	10	140
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:40 2022	1669482880	0	10	10	140
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:40 2022	1669482880	0	10	10	139
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
Sat Nov 26 17:14:39 2022	1669482879	0	10	10	0
