Percentage served,Time in ms
0,0.656
1,4.188
2,5.331
3,7.320
4,14.630
5,18.506
6,19.294
7,20.918
8,22.041
9,22.540
10,22.891
11,23.279
12,23.597
13,23.734
14,24.067
15,24.188
16,24.369
17,24.993
18,25.413
19,26.217
20,26.698
21,27.007
22,27.591
23,28.036
24,29.169
25,29.806
26,30.682
27,31.348
28,32.561
29,33.828
30,34.651
31,36.016
32,40.540
33,41.222
34,41.664
35,42.067
36,42.725
37,43.776
38,44.145
39,44.410
40,44.582
41,44.795
42,45.280
43,46.501
44,47.262
45,48.784
46,50.284
47,51.271
48,52.532
49,53.408
50,54.234
51,54.602
52,54.867
53,54.917
54,55.184
55,56.438
56,57.413
57,57.764
58,58.834
59,59.436
60,60.016
61,61.292
62,61.912
63,62.461
64,63.262
65,64.172
66,65.924
67,66.980
68,67.421
69,67.934
70,68.602
71,69.011
72,69.154
73,69.800
74,70.495
75,71.322
76,72.017
77,72.454
78,73.881
79,74.707
80,75.538
81,76.307
82,78.120
83,81.076
84,83.302
85,85.061
86,89.347
87,92.484
88,96.599
89,99.055
90,100.575
91,101.323
92,101.914
93,102.657
94,103.333
95,104.394
96,105.247
97,107.385
98,108.420
99,110.975
100,255.657
