Percentage served,Time in ms
0,2.997
1,18.047
2,23.110
3,25.623
4,26.956
5,27.946
6,30.443
7,31.903
8,32.742
9,33.560
10,34.542
11,36.453
12,37.448
13,38.980
14,40.566
15,41.559
16,42.533
17,43.270
18,44.189
19,44.899
20,46.851
21,47.622
22,49.604
23,51.446
24,53.826
25,56.014
26,56.740
27,58.727
28,61.589
29,64.961
30,68.722
31,82.047
32,90.659
33,99.309
34,107.707
35,120.120
36,131.112
37,139.144
38,142.811
39,147.227
40,161.806
41,169.500
42,175.767
43,218.539
44,259.894
45,262.422
46,265.335
47,271.426
48,276.928
49,286.074
50,290.625
51,292.996
52,296.330
53,299.029
54,301.658
55,303.888
56,305.880
57,307.318
58,308.202
59,309.308
60,310.351
61,311.627
62,312.986
63,313.973
64,315.497
65,316.459
66,317.516
67,319.417
68,321.551
69,324.763
70,326.704
71,329.888
72,332.834
73,334.299
74,335.728
75,337.990
76,339.487
77,341.674
78,343.348
79,344.625
80,346.158
81,347.017
82,347.742
83,348.468
84,349.413
85,350.681
86,351.861
87,352.574
88,353.401
89,354.400
90,355.522
91,357.051
92,358.550
93,359.576
94,362.072
95,365.604
96,371.483
97,378.888
98,387.890
99,398.032
100,407.924
