starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 26 17:13:39 2022	1669482819	0	3	3	0
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	5	5	5
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
Sat Nov 26 17:13:40 2022	1669482820	0	6	6	6
