starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 26 17:13:44 2022	1669482824	0	3	3	0
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	0
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	0
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	0
Sat Nov 26 17:13:45 2022	1669482825	0	6	6	110
