Percentage served,Time in ms
0,6.553
1,23.571
2,38.413
3,102.573
4,114.101
5,115.436
6,116.526
7,125.139
8,137.154
9,141.631
10,210.130
11,417.387
12,418.295
13,418.775
14,419.430
15,419.902
16,420.399
17,421.398
18,422.626
19,423.984
20,431.863
21,437.276
22,441.535
23,442.346
24,443.480
25,445.338
26,451.932
27,457.748
28,460.822
29,462.807
30,463.259
31,463.805
32,464.528
33,465.088
34,465.549
35,466.293
36,467.501
37,472.180
38,473.939
39,477.156
40,480.362
41,482.605
42,483.221
43,484.832
44,485.903
45,486.229
46,486.749
47,488.744
48,492.202
49,495.638
50,499.855
51,504.936
52,509.954
53,512.149
54,513.570
55,514.032
56,515.286
57,517.559
58,519.314
59,520.867
60,521.763
61,522.419
62,523.032
63,523.538
64,524.272
65,525.215
66,526.849
67,535.369
68,541.977
69,554.082
70,599.997
71,608.430
72,639.313
73,656.132
74,667.905
75,671.501
76,672.907
77,679.222
78,681.962
79,694.110
80,696.580
81,697.751
82,708.180
83,724.214
84,739.134
85,749.098
86,757.832
87,774.369
88,782.647
89,786.927
90,790.839
91,795.875
92,802.622
93,837.635
94,839.331
95,1482.443
96,1620.294
97,1699.060
98,1764.311
99,1847.469
100,1864.849
