Percentage served,Time in ms
0,5.709
1,28.549
2,48.217
3,58.624
4,109.160
5,112.748
6,124.907
7,172.518
8,529.593
9,537.178
10,541.872
11,544.099
12,544.664
13,545.031
14,545.257
15,545.613
16,545.919
17,546.236
18,547.128
19,549.150
20,551.060
21,551.897
22,552.916
23,560.697
24,570.313
25,574.114
26,579.628
27,583.543
28,587.110
29,588.141
30,589.230
31,593.748
32,598.766
33,600.740
34,603.002
35,604.189
36,606.046
37,608.723
38,611.409
39,612.860
40,614.278
41,615.727
42,619.898
43,633.418
44,643.220
45,645.702
46,647.635
47,648.016
48,648.304
49,648.573
50,649.010
51,649.605
52,650.432
53,651.220
54,651.914
55,652.378
56,653.275
57,653.871
58,654.597
59,655.674
60,657.189
61,659.623
62,662.529
63,665.412
64,668.419
65,670.358
66,673.334
67,676.645
68,681.120
69,684.743
70,685.952
71,687.148
72,688.004
73,688.796
74,690.037
75,691.132
76,692.322
77,693.947
78,695.414
79,696.117
80,696.858
81,698.297
82,701.286
83,704.539
84,708.255
85,712.458
86,718.199
87,725.137
88,731.309
89,735.585
90,739.934
91,745.021
92,749.906
93,752.732
94,755.577
95,758.957
96,777.824
97,801.149
98,1604.803
99,1642.523
100,1702.942
