Percentage served,Time in ms
0,0.009
1,0.075
2,0.086
3,0.107
4,0.114
5,0.120
6,0.127
7,0.136
8,0.152
9,0.161
10,0.167
11,0.175
12,0.185
13,0.195
14,0.205
15,0.214
16,0.222
17,0.230
18,0.242
19,0.253
20,0.268
21,0.286
22,0.306
23,0.342
24,0.380
25,0.415
26,0.460
27,0.515
28,0.556
29,0.619
30,0.677
31,0.736
32,0.788
33,0.851
34,0.919
35,0.982
36,1.041
37,1.097
38,1.154
39,1.232
40,1.285
41,1.362
42,1.482
43,1.574
44,1.712
45,1.843
46,1.985
47,2.139
48,2.282
49,2.386
50,2.480
51,2.601
52,2.787
53,2.936
54,3.134
55,3.353
56,3.561
57,3.808
58,4.012
59,4.294
60,4.546
61,4.798
62,5.123
63,5.473
64,5.842
65,6.321
66,6.872
67,7.889
68,8.641
69,9.153
70,9.750
71,10.785
72,11.781
73,12.870
74,14.662
75,15.998
76,18.815
77,23.650
78,26.505
79,28.763
80,32.038
81,35.631
82,38.340
83,44.440
84,52.872
85,64.404
86,96.718
87,130.020
88,181.124
89,289.298
90,343.292
91,417.875
92,437.678
93,448.504
94,739.422
95,830.015
96,919.050
97,948.809
98,962.570
99,969.050
100,1059.662
