Percentage served,Time in ms
0,0.059
1,0.065
2,0.067
3,0.068
4,0.069
5,0.070
6,0.070
7,0.071
8,0.071
9,0.071
10,0.072
11,0.072
12,0.072
13,0.073
14,0.073
15,0.073
16,0.074
17,0.074
18,0.074
19,0.075
20,0.075
21,0.076
22,0.076
23,0.077
24,0.077
25,0.078
26,0.079
27,0.080
28,0.081
29,0.082
30,0.083
31,0.084
32,0.085
33,0.088
34,0.092
35,0.100
36,0.103
37,0.105
38,0.106
39,0.107
40,0.109
41,0.113
42,0.115
43,0.117
44,0.119
45,0.123
46,0.126
47,0.130
48,0.134
49,0.142
50,0.165
51,0.192
52,0.216
53,0.232
54,0.252
55,0.276
56,0.296
57,0.322
58,0.344
59,0.385
60,0.430
61,0.470
62,0.515
63,0.554
64,0.637
65,0.728
66,0.890
67,1.093
68,1.384
69,1.744
70,2.060
71,2.442
72,3.109
73,3.862
74,4.303
75,4.998
76,5.619
77,6.167
78,7.010
79,9.895
80,13.420
81,16.572
82,18.182
83,19.942
84,21.268
85,24.627
86,35.328
87,43.818
88,56.349
89,66.735
90,108.665
91,513.227
92,518.461
93,522.620
94,538.116
95,544.921
96,550.169
97,554.773
98,564.527
99,585.972
100,593.037
