Percentage served,Time in ms
0,0.024
1,0.055
2,0.056
3,0.056
4,0.056
5,0.056
6,0.057
7,0.057
8,0.057
9,0.060
10,0.064
11,0.066
12,0.067
13,0.068
14,0.069
15,0.070
16,0.070
17,0.070
18,0.071
19,0.071
20,0.071
21,0.072
22,0.072
23,0.072
24,0.072
25,0.073
26,0.073
27,0.073
28,0.074
29,0.074
30,0.074
31,0.075
32,0.075
33,0.075
34,0.076
35,0.076
36,0.077
37,0.077
38,0.078
39,0.078
40,0.079
41,0.080
42,0.081
43,0.082
44,0.084
45,0.085
46,0.089
47,0.094
48,0.101
49,0.104
50,0.105
51,0.106
52,0.107
53,0.110
54,0.111
55,0.113
56,0.115
57,0.117
58,0.119
59,0.122
60,0.126
61,0.130
62,0.135
63,0.141
64,0.155
65,0.184
66,0.208
67,0.229
68,0.248
69,0.274
70,0.301
71,0.327
72,0.364
73,0.413
74,0.457
75,0.524
76,0.602
77,0.710
78,0.859
79,1.046
80,1.281
81,1.658
82,2.173
83,2.916
84,4.044
85,5.591
86,7.381
87,10.754
88,15.791
89,20.586
90,29.622
91,43.847
92,62.648
93,79.785
94,102.385
95,679.438
96,1083.974
97,1252.290
98,1969.994
99,2666.211
100,2757.010
