Percentage served,Time in ms
0,0.033
1,0.057
2,0.064
3,0.066
4,0.067
5,0.068
6,0.069
7,0.070
8,0.070
9,0.071
10,0.071
11,0.071
12,0.072
13,0.072
14,0.073
15,0.073
16,0.073
17,0.073
18,0.074
19,0.074
20,0.074
21,0.075
22,0.075
23,0.076
24,0.076
25,0.077
26,0.078
27,0.078
28,0.079
29,0.080
30,0.081
31,0.082
32,0.083
33,0.084
34,0.086
35,0.088
36,0.093
37,0.098
38,0.103
39,0.105
40,0.108
41,0.111
42,0.113
43,0.116
44,0.119
45,0.123
46,0.127
47,0.133
48,0.140
49,0.150
50,0.162
51,0.184
52,0.205
53,0.221
54,0.237
55,0.253
56,0.272
57,0.291
58,0.311
59,0.336
60,0.360
61,0.384
62,0.420
63,0.458
64,0.508
65,0.559
66,0.613
67,0.681
68,0.763
69,0.864
70,1.001
71,1.177
72,1.398
73,1.696
74,2.046
75,2.502
76,3.010
77,3.704
78,4.514
79,5.312
80,6.151
81,7.139
82,8.371
83,9.820
84,11.474
85,13.727
86,16.726
87,20.397
88,26.492
89,39.432
90,60.363
91,79.024
92,99.674
93,408.783
94,893.668
95,1190.871
96,1701.640
97,1885.802
98,1913.902
99,1951.844
100,1971.437
