Percentage served,Time in ms
0,2.165
1,8.472
2,10.831
3,13.261
4,14.548
5,15.407
6,15.870
7,16.413
8,17.141
9,18.418
10,20.044
11,20.782
12,23.930
13,25.192
14,25.948
15,26.272
16,26.730
17,26.908
18,27.114
19,27.993
20,28.915
21,29.666
22,30.866
23,31.736
24,34.583
25,36.219
26,37.556
27,39.374
28,39.925
29,40.474
30,41.332
31,41.658
32,42.137
33,45.029
34,47.242
35,53.729
36,58.432
37,62.350
38,64.929
39,67.408
40,81.758
41,88.996
42,96.017
43,96.971
44,99.264
45,100.404
46,101.689
47,103.962
48,105.714
49,106.603
50,108.036
51,110.412
52,115.452
53,116.065
54,116.895
55,117.873
56,118.671
57,119.670
58,121.682
59,129.741
60,131.249
61,132.928
62,135.386
63,136.321
64,137.019
65,143.307
66,145.120
67,146.293
68,157.209
69,160.580
70,162.047
71,163.338
72,166.506
73,170.009
74,173.817
75,176.084
76,180.498
77,184.490
78,188.928
79,191.129
80,195.224
81,195.796
82,197.028
83,200.874
84,202.692
85,203.555
86,204.804
87,205.819
88,206.372
89,206.785
90,207.183
91,208.244
92,212.059
93,222.684
94,225.406
95,236.896
96,244.792
97,261.819
98,278.908
99,288.453
100,297.838
