Percentage served,Time in ms
0,0.439
1,10.261
2,10.859
3,13.079
4,13.107
5,13.270
6,14.314
7,14.487
8,14.749
9,15.325
10,15.610
11,16.613
12,16.979
13,18.136
14,18.525
15,18.940
16,21.771
17,25.084
18,25.393
19,25.754
20,26.288
21,26.549
22,26.804
23,26.979
24,27.093
25,27.178
26,27.444
27,27.595
28,27.944
29,28.261
30,29.202
31,29.767
32,29.983
33,30.023
34,30.242
35,30.532
36,31.419
37,31.525
38,31.614
39,32.060
40,32.199
41,32.382
42,32.447
43,32.816
44,33.249
45,33.995
46,34.150
47,34.984
48,36.161
49,37.072
50,37.455
51,38.566
52,38.784
53,40.967
54,45.150
55,48.278
56,49.021
57,50.288
58,51.522
59,52.591
60,52.984
61,53.472
62,53.714
63,53.862
64,54.043
65,54.274
66,54.446
67,54.717
68,54.981
69,55.348
70,55.629
71,55.991
72,56.109
73,56.250
74,56.420
75,56.627
76,56.865
77,57.217
78,57.635
79,58.149
80,58.982
81,59.547
82,59.820
83,60.032
84,60.391
85,60.875
86,61.359
87,62.722
88,63.192
89,64.661
90,65.285
91,65.658
92,66.100
93,66.505
94,68.205
95,69.032
96,70.735
97,74.603
98,79.427
99,80.959
100,81.543
